index,ocupacion,clasificacion-oit
37644,encargado de bodega y adq,41
37645,reponedor y repartidor,52
37646,secretaria packing,41
37647,profesional de educacion,23
37648,operador maquin forestal,62
37649,operario de segregacion,93
37650,ejecutivode ventas,24
37651,jornal pitonero,92
37652,jefe de eventos,12
37653,soldador torchador,72
37654,representante de sostened,41
37655,auxiliar de acopio,43
37656,mantencion red de gas,71
37657,soldador estructura,72
37658,limpiador de lata y otros,96
37659,maestro metalico,72
37660,secreteria contable,43
37661,doblador de fierro,72
37662,ingeniero condicionamiento,31
37663,operador dos,81
37664,condusctor,83
37665,encargada salon,41
37666,m2 estructura,no hay suficiente información para clasificar "m2 estructura" de acuerdo con las categorías proporcionadas. por favor, proporciona más contexto o detalla la ocupación.
37667,operador muldurera,81
37668,estructurara,72
37669,mantencion canchas golf,92
37670,soldador y conductor,72
37671,supervisor asistencia con,41
37672,vendedora de zapatillas,52
37673,lanzas,91
37674,jefe de operaciones super,13
37675,nutricinista produccion,22
37676,administrativo de cierre,33
37677,trabajadora trato directo,42
37678,encargado de incendios,54
37679,ingeniera constructora,21
37680,documental almacneista,41
37681,promotora de tarjeta,52
37682,maestro ointor,23
37683,grua horquillero,83
37684,metalico,72
37685,manipulador de mercaderia,92
37686,ingeniero intrumentista,31
37687,asistente de interminacio,41
37688,analista en terreno,31
37689,operario camion recolect,83
37690,asistente mulfuncional,41
37691,asistente de exacavacion,71
37692,operario bodega y grua ho,81
37693,psicologa de programa esc,23
37694,ayudante tubero,73
37695,ejecutiva a vtas,12
37696,cargo de utp,23
37697,bat tender,51
37698,inspector profesor,23
37699,administrador mantencion,14
37700,encargada fiscalizadora,34
37701,coordinador de laboratori,31
37702,trab social,26
37703,auxiliar aviacion,36
37704,vendedo5ra bodeguera,52
37705,administrador del condomi,12
37706,enfermero pabellon,32
37707,chefer,14
37708,vendedor y cajero,52
37709,tec asistente parvulos,36
37710,asist servicios,51
37711,fotocopia,41
37712,arquitecto servicio,21
37713,espec en importaciones,24
37714,operario polivalente,71
37715,subgerente ing y proyecto,12
37716,operador mantencion plaza,81
37717,jefe global patio,12
37718,eviscenado,92
37719,tecnico en enfemreria,32
37720,muestras,96
37721,infraestructura y planifi,24
37722,operario a,71
37723,vendedora cajera y repon,52
37724,peoneta pintor,73
37725,despachador y tecnico com,35
37726,periodista juniors,24
37727,ayudante de chancado,93
37728,trabajador social por pie,34
37729,tecnico parvulo pie,36
37730,ayudante pañolero,43
37731,educadora trato directo p,23
37732,jefe depto planificacion,13
37733,maquinista jardinera,61
37734,asistente direccion y,14
37735,aux de aseo jardines,91
37736,coodinadora del programa,23
37737,ejecutivo admision y pres,11
37738,asistente del enfermo,32
37739,junior y mesonero,51
37740,maestro electrico promera,31
37741,supervisora en ruta,83
37742,ejec inversiones,24
37743,ingeniero inspector de ob,31
37744,montajista de telefonica,35
37745,cortador jardinero,92
37746,encargado de laminado,72
37747,conductor de tracto batea,83
37748,inspector control fronte,34
37749,asistente tim,41
37750,tomero sc,83
37751,operaria de helados,75
37752,correctivo,32
37753,ejecutiva telefonica call,42
37754,operador maquinaria livia,81
37755,gerente legal,26
37756,electricistas,72
37757,atencion al cliente deliv,42
37758,operadopr de planta,81
37759,gestora regional prog vin,11
37760,raner ayudante de garzon,91
37761,sub administrativa,44
37762,docente logistica,23
37763,carga trasera,83
37764,ayudante de huinchero,75
37765,mantenimiento de maquinar,31
37766,medico de hospital,22
37767,operador de retroescabado,83
37768,carpintero de primera,75
37769,operador de escridel rape,81
37770,visitadora de farmacia,42
37771,asistente de la edu y man,36
37772,coordinador dptopastoral,23
37773,decente de aula,23
37774,vendedora telefono,52
37775,asistente dietetica,32
37776,operario temporal,93
37777,ingeniero en sonido,21
37778,armanager,12
37779,ayudante reciclaje,96
37780,aux hospoitalario,32
37781,jefe de turno de mina,93
37782,picken,96
37783,auxiliar de pabellon cent,32
37784,tecnologia medico,32
37785,detail,24
37786,tutora prog pie,23
37787,cirujano general,22
37788,operaria calderas,81
37789,teenss,no tengo información sobre la ocupación "teenss". podrías especificar a qué ocupación te refieres o corregir la escritura.
37790,guardia patrullera,54
37791,auditor de control de cal,31
37792,operaiomde produccion,13
37793,conductor auxiliar e ins,83
37794,zona empaque,75
37795,jefe recaudacion y cobran,12
37796,operario de carrusel,81
37797,assistente de cocina,94
37798,analista de programas,24
37799,musicalizacion,34
37800,monitora de biblioteca,36
37801,auxiiar de enfermos,53
37802,sub jefe de coordin,11
37803,jefe wms,12
37804,enda laboratorio dental,31
37805,elaborador de alimentos,75
37806,mantenedor de paraderos,91
37807,operario embolse,75
37808,tecnico peoneta,92
37809,gerenta reginal,11
37810,ayudante de tienda,42
37811,coodinadora administracio,12
37812,profesora segundo basico,23
37813,administrativo de actas,44
37814,tecmontajista,31
37815,educa diferencial,23
37816,reponedor y despachador,52
37817,despacahadora,91
37818,rondin de cesfam,51
37819,adminsitrativa experta,24
37820,lider de sede,11
37821,sub jede panaderia,93
37822,auxiliar de camping,51
37823,auxiiar de casino,41
37824,auxilliar de servicio,44
37825,peones de la construccion,93
37826,relator corte apelaciones,26
37827,mediadora de contenido,23
37828,senior project manager,12
37829,quimico farnaceutico,21
37830,encargada de medicamentos,22
37831,auxiliar auto servicio,42
37832,maestro ayudante avanzado,23
37833,encargada de digitacion,41
37834,sales operation,24
37835,mecanico c1,72
37836,tec senior red de acceso,31
37837,operador de tunel mantenc,81
37838,jefe nacional de desarrol,11
37839,ejecutiva de cuenta digit,33
37840,encargado esterilizacion,32
37841,ayudante en maquina,82
37842,administtrativo,24
37843,supervisora de encarpe,13
37844,op despuntador,73
37845,analista de mercado,24
37846,tractorisa,83
37847,asistente relaciones labo,34
37848,apoyo finanzas,33
37849,asistente de campus,41
37850,auilair de cocina,94
37851,ayudante de armado hdt,82
37852,auxiliar de mantenecion,91
37853,full en ventas,52
37854,auxiliar tecnico de mante,34
37855,elecutiva call center,41
37856,ventas y asesoria,52
37857,operador de grua y patio,81
37858,supervisor electromecanic,31
37859,paramenico,22
37860,operador de equipo y terr,83
37861,rutiador,25
37862,opoeraciones,13
37863,mozo jardinero,61
37864,promotor servicios,42
37865,piloto robot submarino,83
37866,operador maquinaria pesada,83
37867,profesional de infraestru,21
37868,operadora pakin,83
37869,ayudante molino,92
37870,inspector fizcalizador,34
37871,tec introduccion gastrono,94
37872,asistente yunior,41
37873,encargado ambiental,24
37874,adminstrativa de calidad,12
37875,guia de cabalgatas,51
37876,maestro varillero,72
37877,montajista de estructura,71
37878,auxiliar de recoleccion d,96
37879,supervisor y ejecutivo de,11
37880,sub gerente turno noche,12
37881,tecnico clima,31
37882,oficial de terminacion,23
37883,repector,41
37884,enfermera evat,32
37885,operador grua hidraulica,81
37886,operador de bomba de hormigon,81
37887,asistente de cablgata,51
37888,operador de skider,81
37889,directora educadora parv,23
37890,ayudante de folio,43
37891,coordinadora ipc,24
37892,aux aseo y mantencion,91
37893,analista electrico,31
37894,jefe packing,12
37895,tecnico c3,36
37896,enfermera hemodialisis,32
37897,operario frutas y verdura,92
37898,depto de repuestos,14
37899,operario de area,81
37900,tecelectricidad,31
37901,asistente de consultoria,34
37902,op postal,41
37903,docente de edu fisica,23
37904,capataz infraestructura,71
37905,area limpieza,91
37906,inspectora covid,34
37907,coordinadora area comerci,12
37908,coordinador de enlace,24
37909,encargado de farmacia y b,32
37910,lechera,61
37911,toma de inventario,43
37912,electrico semicalificado,72
37913,inspectora via canino,53
37914,jefe de ti,25
37915,jefe de calla center,12
37916,encargada de niños,23
37917,instaldor,71
37918,asistente cd,41
37919,administrarivo,33
37920,tenico adminsitrativo,33
37921,maestro electricidad,31
37922,encargda bodega,43
37923,marinero factoria,92
37924,control molde,72
37925,tecnico en instalacion y,31
37926,supervisor de numerador,33
37927,sabescoworker,no puedo clasificar la ocupación "sabescoworker" ya que no se encuentra en las clasificaciones proporcionadas y su significado no es claro en este contexto.
37928,ayudante de infraestructu,71
37929,fiscalizadora y asistente,34
37930,encargado de tubo liso,72
37931,operador de trat y vapora,81
37932,conductor con colaboracio,83
37933,operario aseo avion,91
37934,monitora hospederia,23
37935,operario calidad,72
37936,auxiliar de instrumental,32
37937,auxiliar de colegio rural,41
37938,encargado del huerto,61
37939,tecnico de andamios,31
37940,conductor ruta,83
37941,monitora de cuidados,51
37942,adm gestion de calidad,24
37943,plantacion,61
37944,operardor de maquina,81
37945,asistente aiula,36
37946,jardinera y aseo,91
37947,tecnico de fabrica,31
37948,recolector de carros,91
37949,bocero,73
37950,ayudante de operario text,82
37951,pegadora,75
37952,ayudante de centro mecani,72
37953,encargado pabellon,41
37954,conductor  vendedor,83
37955,ayudante d eplanta,43
37956,dactilografo,41
37957,tecnico intalciones,31
37958,piloto de polo,83
37959,analista deporte y recrea,34
37960,lider de experiencia,24
37961,tecnico mecanico automot,31
37962,encargada de convivenci,23
37963,aux aseos menores,91
37964,auxiliar de insumos,43
37965,especialistas,21
37966,encargado agroforestal,61
37967,operador carro huincha,81
37968,monitor seguridad,54
37969,analista de pension,33
37970,asistente en climatizacio,31
37971,brigadista emergencia,54
37972,encargada programa junaeb,23
37973,ayudante bodega inventar,43
37974,ayudante de solador,91
37975,tecnico instalador seguri,34
37976,metalurgia,72
37977,operatia de noche,81
37978,montador estructuras metalicas,72
37979,tecnicocontrol de plagas,31
37980,electrico sistema calefac,31
37981,coordinadora de pie,23
37982,operador maquina control,81
37983,investigadora social,26
37984,auxiliar inventario,43
37985,asesora super senior,11
37986,administrador del fundo t,61
37987,serv dietetico directo,51
37988,tens enfermera,32
37989,paramedico encargada de e,32
37990,operador productos termin,81
37991,coordinadora de matricula,34
37992,peticero y amansador,61
37993,llenadora,82
37994,oficina administracion,41
37995,especialista tecnica,31
37996,lider en produccion,13
37997,encarg producc ganando,24
37998,operadora equipos paus,81
37999,conductor de veterinaria,22
38000,auxiliar de materiales,43
38001,empleado de bodega,41
38002,labanderia,91
38003,jefa d oficinas,12
38004,programador de mantencion,25
38005,sail advaisor,21
38006,tecnico aseador volante,91
38007,bodeguera asist sala,41
38008,garznona,94
38009,maestro en pvc,23
38010,conductor mercanico,83
38011,cejra vendedora,52
38012,digitadora ejecutiva,41
38013,auxiliar de aseo polifunc,91
38014,encargada de admi y finan,33
38015,operador de maq indust,81
38016,motosierritsta,62
38017,coordinador de compras,24
38018,rapicera,94
38019,operario de cerdos lavad,92
38020,operario prev de calidad,73
38021,armador de vehiculos,72
38022,medic veterinario,21
38023,insector de cuero,72
38024,asesora especialista,24
38025,supervisora de navegacion,83
38026,adm de gestion de persona,24
38027,pm procesos,24
38028,op control de plagas,51
38029,ayudante de ordenanza,91
38030,conductor y ventas,83
38031,maesrtro,23
38032,maestro hojalateria,73
38033,dueño empresa conductor,83
38034,pickeador de despacho,91
38035,ooperadora de maquina,81
38036,gestion de packing,13
38037,vendedor auto ventas,52
38038,electrico industrial mant,31
38039,vendedora dos,52
38040,asistente educadora difer,23
38041,chofer y areas verdes,83
38042,agente asuguradora,24
38043,visual rutera,22
38044,tecen atc,36
38045,operador planta 1,81
38046,aperador grua,81
38047,tecnico en educa parvular,36
38048,coordinadora zona norte,11
38049,aux limpieza,91
38050,cctv de seguridad,54
38051,profesional tecn info,25
38052,housekiping,91
38053,maestro primera en montaj,72
38054,ejecutivo asistente,41
38055,ayudante de cubiertas,93
38056,chef pastelero,94
38057,representante de laborato,31
38058,asesor ssoma,21
38059,ito electrocontrol,31
38060,enfermera ambulancia,32
38061,coordinadora audivisual,34
38062,ayudante gral produccion,93
38063,encargado de repuesto,41
38064,tec rayos,32
38065,colaborador en taller,91
38066,asisitenet de veta,42
38067,odeñador,21
38068,capataz de fundo,61
38069,encargada de carniceria,92
38070,cordinadora de programa e,23
38071,encargado en pre frio,31
38072,mantenedor horno,81
38073,auxiliar de produc,34
38074,escogedor de metal,72
38075,eventual tarjador,73
38076,operador de perno convens,81
38077,aseo de sala y servicios,91
38078,movilizador y limpiador d,91
38079,administrativo call cente,33
38080,asistente de prvulos,36
38081,sipcologa progr infantil,23
38082,labores de poda,61
38083,encargado de aseo industr,91
38084,jefe venta,12
38085,gerente de experiencias,12
38086,soldador montaje,72
38087,asesora fiscal,26
38088,tec nivel sup farmacia,32
38089,jefe de departamento tecn,13
38090,ayudante de cocina junior,94
38091,encargada intercorsultas,23
38092,electrecista,71
38093,cargar y descargar resg,96
38094,jefe servicio abordo,14
38095,auxiliar de aseo y recicl,91
38096,cirugano dentista,22
38097,tec supe enfer,32
38098,arcenalera quirurgica,32
38099,repartidor agua potable,83
38100,laboratorista desarrollo,31
38101,tecnico radiologia,32
38102,cordinador implementacion,24
38103,coordinador logistco,24
38104,psicologa programa de int,23
38105,coordinador de la orquest,23
38106,tecinico de enfermeria,32
38107,encargada del lavado,91
38108,empelada,41
38109,tecnico deteccion de fuga,31
38110,jefe de centro de servici,12
38111,encargada de vestuario,73
38112,secretaria dir de inspecc,41
38113,tec en maquinaria,31
38114,psicologa de fiscalia,26
38115,conductor furgon paciente,83
38116,operario antencion,81
38117,profesional rrhh,24
38118,especialista en not servi,34
38119,zonal de construccion,71
38120,suoficial,22
38121,asistente de lab,32
38122,coordinadora autoevaluaci,36
38123,ayudante de ganaderia,63
